"lang"
{
	"Language"		"English"
		"pet_133_description"		"Collection Courier. He will run next to you!"
		"pet_135_description"		"Collection Courier. He will run next to you!"
		"pet_136_description"		"Collection Courier. He will run next to you!"
		"pet_137_description"		"Collection Courier. He will run next to you!"
		"pet_138_description"		"Collection Courier. He will run next to you!"
		"pet_139_description"		"Collection Courier. He will run next to you!"
		"pet_140_description"		"Collection Courier. He will run next to you!"
		"pet_141_description"		"Collection Courier. He will run next to you!"
		"pet_142_description"		"Collection Courier. He will run next to you!"
		"pet_143_description"		"Collection Courier. He will run next to you!"
		"pet_144_description"		"Collection Courier. He will run next to you!"
		"pet_145_description"		"Collection Courier. He will run next to you!"
		"pet_146_description"		"Collection Courier. He will run next to you!"
		"pet_147_description"		"Collection Courier. He will run next to you!"
		"pet_148_description"		"Collection Courier. He will run next to you!"
		"pet_149_description"		"Collection Courier. He will run next to you!"
		"pet_150_description"		"Collection Courier. He will run next to you!"
		"pet_151_description"		"Collection Courier. He will run next to you!"
		"pet_153_description"		"Collection Courier. He will run next to you!"
		"pet_154_description"		"Collection Courier. He will run next to you!"
		"pet_155_description"		"Collection Courier. He will run next to you!"
		"pet_156_description"		"Collection Courier. He will run next to you!"

		"pet_158_description"		"Collection Courier. He will run next to you!"
		"pet_159_description"		"Collection Courier. He will run next to you!"
		"pet_160_description"		"Collection Courier. He will run next to you!"

		"five_1"					"Zombie"
		"five_2"					"Aghanim"
		"five_3"					"Lava"
		"five_4"					"Cookie"
		"five_5"					"Dota Mug"
		"five_6"					"Indie"
		"five_7"					"Fire"
		"five_8"					"Neon"
		"five_9"					"Love Paw"
		"five_10"					"Hand of Midas"

		"five_11"					"Attention"
		"five_12"					"Beast Paw"
		"five_13"					"Dragon Paw"
		"five_14"					"Mitten"

		"five_11_description"		"Unique effect for the High Five ability."
		"five_12_description"		"Unique effect for the High Five ability."
		"five_13_description"		"Unique effect for the High Five ability."
		"five_14_description"		"Unique effect for the High Five ability."

		"five_1_description"		"Unique effect for the High Five ability."
		"five_2_description"		"Unique effect for the High Five ability."
		"five_3_description"		"Unique effect for the High Five ability."
		"five_4_description"		"Unique effect for the High Five ability."
		"five_5_description"		"Unique effect for the High Five ability."
		"five_6_description"		"Unique effect for the High Five ability."
		"five_7_description"		"Unique effect for the High Five ability."
		"five_8_description"		"Unique effect for the High Five ability."
		"five_9_description"		"Unique effect for the High Five ability."
		"five_10_description"		"Unique effect for the High Five ability."



		"quest_id_1" 				"Take first place 5 times in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_2" 				"Take first place 25 times in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_3" 				"Take first place 5 times with 0 kills in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_4" 				"Take first place 5 times with 0 deaths in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_5" 				"Kill 50 bosses in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_6" 				"Kill 500 bosses in Arena mode on a hero with the basic stat Strength."
        "quest_id_7" 				"Kill wave 100 in Arena mode on a hero with the basic stat Strength."
        "quest_id_8" 				"Kill wave 140 in Arena mode on a hero with the basic stat Strength."
        "quest_id_9" 				"Kill 70 enemy heroes in a single game in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_10"				"Kill 550 creeps in a single game in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_11"				"Win 7 duels in a single game 5 times in Rating mode on a hero with the basic stat Strength."
        "quest_id_12"				"Win 250 duels in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_13"				"Loss 100 duels in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_14"				"Take first place with a total cost of 60,000 gold in Rating or Rating Duo mode on a hero with the basic stat Strength."
        "quest_id_15"				"Upgrade 1000 talents on the Strength tab in Rating or Rating Duo mode."
        "quest_id_16"				"Upgrade 6000 talents in the Strength tab in Rating or Rating Duo mode."
        "quest_id_17"				"Upgrade 11 heroes with the basic Strength attribute to Bronze rank."
        "quest_id_18"				"Upgrade 9 heroes with the basic Strength attribute to Silver rank."
        "quest_id_19"				"Upgrade 7 heroes with the basic Strength attribute to Gold rank."
        "quest_id_20"				"Upgrade 5 heroes with the basic Strength attribute to Platinum rank."
        "quest_id_21"				"Upgrade 3 heroes with the basic Strength attribute to Master rank."
        "quest_id_22"				"Upgrade 1 hero with the basic Strength attribute to Grandmaster rank."
        "quest_id_23"				"Take first place 5 times in Rating or Rating Duo mode on a hero with the basic Agility attribute."
        "quest_id_24"				"Take first place 25 times in Rating or Rating Duo mode on a hero with the basic Agility attribute."
        "quest_id_25"				"Take first place 5 times with 0 kills in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_26"				"Take first place 5 times with 0 deaths in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_27"				"Kill 50 bosses in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_28"				"Kill 500 bosses in Arena mode on a hero with the base stat Agility."
        "quest_id_29"				"Kill wave 100 in Arena mode on a hero with the base stat Agility."
        "quest_id_30"				"Kill wave 140 in Arena mode on a hero with the base stat Agility."
        "quest_id_31"				"Kill 70 enemy heroes in one game in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_32"				"Kill 550 creeps in a single game in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_33"				"Win 7 duels in a single game 5 times in Rating mode on a hero with the base stat Agility."
        "quest_id_34"				"Win 250 duels in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_35"				"Loss 100 duels in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_36"				"Take first place with a total cost of 60,000 gold in Rating or Rating Duo mode on a hero with the base stat Agility."
        "quest_id_37"				"Upgrade 1,000 talents in the Agility tab in Rating or Rating Duo mode."
        "quest_id_38"				"Upgrade 6,000 talents in the Agility tab in Rating or Rating Duo mode."
        "quest_id_39"				"Level up 11 heroes with the base stat Agility to Rank Bronze."
        "quest_id_40"				"Level up 9 heroes with the base stat Agility to Rank Silver."
        "quest_id_41"				"Level up 7 heroes with the base stat Agility to Rank Gold."
        "quest_id_42"				"Level up 5 heroes with the base stat Agility to Rank Platinum."
        "quest_id_43"				"Level up 3 heroes with the base stat Agility to Rank Master."
        "quest_id_44"				"Level up 1 hero with the base stat Agility to Rank Grandmaster."
        "quest_id_45"				"Take first place 5 times in Rating or Rating Duo mode with a hero with the base stat Intellect."
        "quest_id_46"				"Take first place 25 times in Rating or Rating Duo mode with a hero with the base stat Intellect."
        "quest_id_47"				"Take first place 5 times with 0 kills in Rating or Rating Duo mode with a hero with the base stat Intellect."
        "quest_id_48"				"Take first place 5 times with 0 deaths in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_49"				"Kill 50 bosses in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_50"				"Kill 500 bosses in Arena mode on a hero with the base stat Intellect."
        "quest_id_51"				"Kill wave 100 in Arena mode on a hero with the base stat Intellect."
        "quest_id_52"				"Kill wave 140 in Arena mode on a hero with the base stat Intellect."
        "quest_id_53"				"Kill 70 enemy heroes in one game in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_54"				"Kill 550 creeps in one game in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_55"				"Win 7 duels in one game 5 times in Rating mode on a hero with the base stat Intellect."
        "quest_id_56"				"Win 250 duels in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_57"				"Loss 100 duels in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_58"				"Take first place with a total cost of 60,000 gold in Rating or Rating Duo mode on a hero with the base stat Intellect."
        "quest_id_59"				"Upgrade 1,000 talents in the Intellect tab in Rating or Rating Duo mode."
        "quest_id_60"				"Upgrade 6,000 talents in the Intellect tab in Rating or Rating Duo mode."
        "quest_id_61"				"Upgrade 11 heroes with the base stat Intellect to Bronze Rank."
        "quest_id_62"				"Upgrade 9 heroes with the base stat Intellect to Silver Rank."
        "quest_id_63"				"Upgrade 7 heroes with the base stat Intellect to Gold Rank."
        "quest_id_64"				"Upgrade 5 heroes with the base stat Intellect to Platinum Rank."
        "quest_id_65"				"Upgrade 3 heroes with the base stat Intellect to Master Rank."
        "quest_id_66"				"Upgrade 1 hero with the base stat Intellect to Grandmaster Rank."
        "quest_id_67"				"Take first place 5 times in Rating or Rating Duo mode on a hero with the base stat Universal."
        "quest_id_68"				"Take first place 25 times in Rating or Rating Duo mode on a hero with the base stat Universal."
        "quest_id_69"				"Take first place 5 times with 0 kills in Rating or Rating Duo mode on a hero with the base stat Universal."
        "quest_id_70"				"Take first place 5 times with 0 deaths in Rating or Rating Duo mode on a hero with the base stat Universal."
        "quest_id_71"				"Kill 50 bosses in Rating or Rating Duo mode on a hero with the base stat Universal."
        "quest_id_72"				"Kill 500 bosses in Arena mode on a hero with the base stat Universal."
        "quest_id_73"				"Kill wave 100 in Arena mode on a hero with the base stat Universal."
        "quest_id_74"				"Kill wave 140 in Arena mode on a hero with the base stat Universal."
        "quest_id_75"				"Kill 70 enemy heroes in a single game in Rating or Rating Duo mode with a hero with the base stat Universal."
        "quest_id_76"				"Kill 550 creeps in a single game in Rating or Rating Duo mode with a hero with the base stat Universal."
        "quest_id_77"				"Win 7 duels in a single game 5 times in Rating mode with a hero with the base stat Universal."
        "quest_id_78"				"Win 250 duels in Rating or Rating Duo mode with a hero with the base stat Universal."
        "quest_id_79"				"Loss 100 duels in Rating or Rating Duo mode with a hero with the base stat Universal."
        "quest_id_80"				"Take first place with a total cost of 60,000 gold in Rating or Rating Duo mode with a hero with the base stat Universal."
        "quest_id_81"				"Change a hero's primary attribute 60 times in Rating or Rating Duo mode."
        "quest_id_82"				"Change a hero's primary attribute 360 ​​times in Rating or Rating Duo mode."
        "quest_id_83"				"Level up 11 heroes with the Universal base stat to Bronze Rank."
        "quest_id_84"				"Level up 9 heroes with the Universal base stat to Silver Rank."
        "quest_id_85"				"Level up 7 heroes with the Universal base stat to Gold Rank."
        "quest_id_86"				"Level up 5 heroes with the Universal base stat to Platinum Rank."
        "quest_id_87"				"Level up 3 heroes with the Universal base stat to Master Rank."
        "quest_id_88"				"Level up 1 hero with the Universal base stat to Grandmaster Rank."





		"DOTA_NeutralItemSlot_Title_custom"				"Enchantment Slot"
		"DOTA_NeutralItemSlot_Description_custom"		"Enchantments can only be used in their slot."
		

		"woda_reroll_neutrals_items"				"Update the list of neutral items."

		"kill_boss"					"killed the boss"
		"predict"					"Winner"
		"deathbook"					"Can't be bought while dead"
		"duel_lose"					"was defeated"
		"bossspawn1"				"Boss"
		"bossspawn2"				"will appear in 30 seconds"
		"bossspawn3"				"has appeared"
		"playerhunt1"				"The Hunt"
		"playerhunt2"				"starts in 30 seconds"
		"playerhunt3"				"started"
		"namestr"					"Strength"
		"nameagi"					"Agility"
		"nameint"					"Intellect"
		"talant"					"Talents"
		"talantall"					"Total Talents"
		"talantfree"				"Available for Distribution"
		"days"						"Days"
		"points_panel_text"			"Earn game points to get <font color='#eabe10'>extra talents</font>.<br>Ice Frog Kill: 1<br>Blue Champion: 1<br>Book in the Store: 1<br>Special Water Rune: 1<br>Participation in the Hunt: 2<br>Hero Kill: 2<br>Red Champion: 3<br>Correct Duel Forecast: 4<br>Win on Duel: 5<br>Killing on the Hunt: 5<br>Boss Raid: 5<br>Correct Prediction for Team Duel: 8<br>Boss Kill: 10<br>Maximum <font color='#eabe10'>extra talents</font>: 10"
		"neutralitemsrandom"		"Choose Reward"
		"goldrandomneutral"			"Gold"
		"exprandomneutral"			"Exp"
		"npc_woda_wisp_death"		"You Are Dead"
		"npc_woda_pig"				"Golden Pig"
		"npc_woda_frog"				"Ice Frog"
		"npc_dota_bounty_hunter_gold_bag"		"Bag of Gold"
